003.4324|+48.1613|  125| |MCG+08-01-028| 839|  1.10| 0.40|S0     |15.2|     |5
003.4446|+14.6113|  126| |MCG+02-01-000|  10|  1.10| 1.00|S      |15.7|     |1
003.4484|+26.9780|  127| |MCG+04-01-042| 205|  1.80| 0.80|SB:c   |16.5|     |
003.4517|+35.9946|  128| |MCG+06-01-019|1247|  2.30| 2.00|S IV-V |16.5|     |
003.4666| +3.7113|  129| |MCG+00-01-041| 319|  1.00| 0.90|SBb    |15.5|     |1
003.4748|+30.8946|  130| |MCG+05-01-000|1257|  0.40| 0.35|COMPACT|14.2|     |
003.4827|+48.1613|  131| |MCG+08-01-030| 839|  1.10| 0.20|S      |15.2|     |6
003.4942|+12.9780|  132| |MCG+02-01-026|  10|  1.60| 0.50|       |15.3|     |6
003.5079|+48.2446|  133| |MCG+08-01-031| 839|  1.70| 1.00|Sb     |15.0|     |4
003.5192|+12.9113|  134| |MCG+02-01-000|  10|  1.00| 1.00|S IV-V |17.0|     |1
003.5427| +7.4280|  135| |MCG+01-01-000|1465|  1.20| 0.10|       |17.0|     |7
003.5833|+48.2446|  136| |MCG+08-01-033| 839|  1.00| 0.90|S0?    |15.3|     |
003.6087|+48.6779|  137| |MCG+08-01-034| 839|  1.20| 0.40|Sb-c   |15.7|     |6
003.6336|+48.2612|  138| |MCG+08-01-035| 839|  1.40| 1.30|(S0-a) |14.6|     |1
003.6404| -0.7221|  139| |MCG+00-01-043| 319|  2.40| 1.30|Sc     |14.8|     |5
003.6461|+18.5612|  140| |MCG+03-01-030|1195|  2.60| 0.50|S      |14.6|     |6
003.6494|+28.4446|  141| |MCG+05-01-000|1257|  1.20| 0.60|SB0-a  |15.7|     |6
003.6921| +5.2279|  142| |MCG+01-01-000|1465|  1.30| 0.40|SBb    |15.6|     |6
003.8174| +5.8946|  143| |MCG+01-01-046|1465|  1.40| 1.30|SBa    |16.0|     |1
003.8456|+16.2279|  144| |MCG+03-01-032|1195|  1.00| 0.30|Sb-c   |15.7|     |6
003.8710|+17.3279|  145| |MCG+03-01-031|1195|  2.60| 2.10|E      |13.7|     |
003.9247|+27.4445|  146| |MCG+04-01-045| 205|  1.20| 0.60|S0     |15.4|     |
003.9256|+29.6611|  147| |MCG+05-01-057|1257|  1.70| 0.25|S0-a   |14.6|     |7
003.9457|+16.0778|  148| |MCG+03-01-034|1195|  1.50| 0.40|S      |14.0|     |6
003.9701|+14.0612|  149| |MCG+02-01-027|  10|  1.30| 0.30|S      |15.6|     |6
003.9905| -0.2888|  150| |MCG+00-01-048| 319|  1.60| 1.60|S      |15.4|     |1
004.0439|+10.3278|  151| |MCG+02-01-028|  10|  1.30| 1.20|S0?    |14.7|     |
004.1262|+29.9278|  152| |MCG+05-01-059|1257|  1.50| 0.50|Sc     |15.7|     |6
004.1612|+47.9444|  153| |MCG+08-01-000| 839|  1.20| 0.50|       |17.0|     |
004.1914| +2.4611|  154| |MCG+00-01-000| 319|  1.20| 1.20|DWARF  |18.0|     |
004.1930| +7.0611|  155| |MCG+01-01-047|1465|  1.60| 0.40|S      |14.6|     |6
004.1947|+12.3444|  156| |MCG+02-01-029|  10|  3.00| 2.00|DWRF IR|15.3|     |
004.2256|+27.8611|  157| |MCG+05-01-060|1257|  1.10| 0.90|SBb    |15.1|     |1
004.2579|+42.1610|  158| |MCG+07-01-006|1243|  1.90| 0.60|Sb     |15.5|     |6
004.2717|+17.5277|  159| |MCG+03-01-000|1195|  1.40| 1.40|DWARF  |18.0|     |
004.2788|+34.4777|  160| |MCG+06-01-021|1247|  1.60| 1.50|S IV-V |16.5|     |1
004.2929| +6.7277|  161| |MCG+01-01-000|1465|  1.10| 0.90|DWARF  |18.0|     |
004.2967|+17.4277|  162| |MCG+03-01-035|1195|  1.30| 0.50|S      |15.6|     |6
004.3179| +6.7277|  163| |MCG+01-01-048|1465|  1.10| 0.60|SBc    |15.4|     |
004.3470|+18.0610|  164| |MCG+03-01-036|1195|  1.80| 0.70|SBb/SBc|15.2|     |5
004.3997|+24.6610|  165| |MCG+04-01-047| 205|  1.00| 0.20|Sa-b   |15.4|     |7
004.4021|+30.2110|  166| |MCG+05-01-062|1257|  2.40| 1.20|Sc     |15.5|     |5
004.4197|+11.4443|  167| |MCG+02-01-030|  10|  1.70| 1.10|S      |12.6|     |4
004.5224|+18.2943|  168| |MCG+03-01-037|1195|  1.20| 0.30|Sa     |16.0|     |7
004.5729|+19.3776|  169| |MCG+03-01-000|1195|  1.10| 0.90|SB?c   |14.8|     |1
004.5776|+30.0776|  170| |MCG+05-01-065|1257|  1.20| 1.10|(S0)   |14.5| 5787|
004.5891|+48.7276|  171| |MCG+08-01-036| 839|  0.90| 0.70|IRR    |14.4|     |
004.5973|+17.8443|  172| |MCG+03-01-000|1195|  1.00| 0.12|Sc     |17.0|     |7
004.6026|+30.0609|  173| |MCG+05-01-068|1257|  1.50| 1.20|(E)    |14.8| 6591|
004.6026|+30.0943|  174| |MCG+05-01-067|1257|  2.00| 1.60|Sb     |14.5|     |
004.6153|+49.9942|  175| |MCG+08-01-038| 839|  1.30| 0.90|Sc/SBc |15.5|     |
004.6277|+30.0442|  176| |MCG+05-01-069|1257|  1.30| 1.00|SBa    |15.0| 6976|1
004.7562|+79.7108|  177| |MCG+13-01-000|1213|  1.30| 0.50|S      |15.4|     |
004.6891|+48.0109|  178| |MCG+08-01-037| 839|  1.20| 0.60|S      |14.5|     |5
004.7499|+23.4775|  179| |MCG+04-01-049| 205|  1.30| 0.70|Sc     |15.3|     |5
004.7717|+15.7442|  180| |MCG+02-01-032|  10|  1.20| 0.40|Sa-b   |15.3|     |6
004.7732|+19.3942|  181| |MCG+03-01-038|1195|  1.30| 0.30|Sa     |15.4|     |6
004.8431| +6.4442|  182| |MCG+01-01-051|1465|  1.90| 1.90|S0     |14.8|     |1
004.8895|+47.2441|  183| |MCG+08-01-039| 839|  1.60| 0.70|Sb     |13.8|     |6
004.8958|+13.1942|  184| |MCG+02-02-000| 823|  1.00| 1.00|DWARF  |19.0|     |
004.9034|+29.9441|  185| |MCG+05-01-072|1257|  1.40| 1.20|COMPACT|14.0|     |
004.9505|+23.7775|  186| |MCG+04-01-050| 205|  1.10| 0.50|SBb    |14.9|     |5
004.9943| +9.1441|  187| |MCG+01-02-000| 915|  1.10| 0.30|S      |16.5|     |6
004.9989|+19.9941|  188| |MCG+03-02-003| 903|  1.40| 0.40|SB     |15.7|     |
005.0218|+15.1108|  189| |MCG+02-02-000| 823|  1.20| 0.90|       |17.0|     |
005.0366|+42.5607|  190| |MCG+07-01-007|1243|  1.40| 0.90|       |16.5|     |
005.0450|+10.8774|  191| |MCG+02-01-033| 823|  2.60| 2.10|DWRF SP|15.6|     |
005.0792|+59.3107|  192| |MCG+10-01-000|1233|  8.00| 7.00|DWRF IR|    | -347|
005.0910| +0.8274|  193| |MCG+00-02-004| 591|  1.30| 0.90|SB0-a  |14.5|     |3
005.0910| +0.8274|  194| |MCG+00-02-005| 591|  1.20| 1.00|S0     |14.5|     |
005.0937| +7.6941|  195| |MCG+01-02-003| 915|  1.50| 0.60|Sb-c   |15.0|     |6
005.1410|+47.4440|  196| |MCG+08-01-040| 839|  1.50| 1.10|SBc    |14.2|     |3
005.1992|+20.0274|  197| |MCG+03-02-004| 903|  1.20| 1.10|Sa     |15.1|     |1
005.2252|+21.8774|  198| |MCG+04-02-002|1188|  0.80| 0.70|S      |14.2|     |
005.2461|+12.8607|  199| |MCG+02-02-000| 823|  1.00| 1.00|DWARF  |19.0|     |
005.2482|+17.6940|  200| |MCG+03-02-000| 903|  1.10| 1.00|DWRF IR|18.0|     |
005.2688| +7.6107|  201| |MCG+01-02-000| 915|  1.20| 0.20|Sc     |16.5|     |7
005.2780|+27.2273|  202| |MCG+04-02-000|1188|  1.40| 0.80|SB0    |14.5|     |4
005.3005|+22.3607|  203| |MCG+04-02-004|1188|  2.20| 2.00|S0     |13.7| 5586|
005.3260|+23.1106|  204| |MCG+04-02-006|1188|  1.40| 0.90|Sc     |14.6|     |3
005.3482|+17.3273|  205| |MCG+03-02-006| 903|  1.40| 0.70|SB     |15.6|     |
005.3507|+22.4273|  206| |MCG+04-02-005|1188|  1.30| 1.20|E      |14.3| 6541|
005.3796|+29.6606|  207| |MCG+05-02-004|1244|  1.00| 0.30|Sb     |15.6|     |6
005.4509|+22.4106|  208| |MCG+04-02-011|1188|  2.40| 0.90|S      |14.5|     |
005.5010|+22.4106|  209| |MCG+04-02-012|1188|  1.50| 0.70|S      |14.7|     |5
005.5017|+23.7439|  210| |MCG+04-02-013|1188|  1.30| 0.45|Sb     |15.0|     |6
005.5501|+20.6106|  211| |MCG+03-02-000| 903|  1.10| 0.20|       |17.0|     |7
005.5900| -1.2894|  212| |MCG+00-02-014| 591|  1.70| 0.70|SB     |15.0|     |
005.5935| +6.4439|  213| |MCG+01-02-000| 915|  1.30| 0.80|(S0)   |15.7|     |
005.5954|+10.4939|  214| |MCG+02-02-003| 823|  1.80| 1.30|Sc     |13.4|     |1
005.6051|+29.4939|  215| |MCG+05-02-006|1244|  1.30| 0.80|SBa    |14.9|     |4
005.6303|+29.7438|  216| |MCG+05-02-007|1244|  1.50| 1.30|(E)    |13.5|     |
005.6544|+28.1105|  217| |MCG+05-02-000|1244|  1.20| 0.80|DWARF  |17.0|     |
005.7188| +6.9772|  218| |MCG+01-02-005| 915|  1.40| 1.40|S      |14.9|     |1
005.7483|+16.2438|  219| |MCG+03-02-007| 903|  1.20| 0.50|       |15.7|     |
005.7667| +2.4438|  220| |MCG+00-02-000| 591|  1.40| 0.50|S0     |16.0|     |6
005.8044|+27.4438|  221| |MCG+04-02-000|1188|  0.70| 0.50|PECULR |14.5|     |
005.8344|+35.1437|  222| |MCG+06-02-000| 398|  1.20| 0.10|       |18.0|     |
005.8755|+20.2437|  223| |MCG+03-02-000| 903|  1.60| 1.60|(DWARF)|16.5|     |
005.8904| -0.5062|  224| |MCG+00-02-018| 591|  1.30| 0.70|DISRPTD|15.4|     |
005.9009|+20.8437|  225| |MCG+03-02-008| 903|  1.10| 1.00|S0     |16.0|     |
005.9478|+14.6770|  226| |MCG+02-02-005| 823|  1.20| 0.60|       |15.1| 5400|
005.9545|+26.9437|  227| |MCG+04-02-000|1188|  1.50| 1.10|COMPACT|14.7|     |
005.9780|+24.3104|  228| |MCG+04-02-015|1188|  1.30| 0.90|Sb-c   |14.8|     |3
005.9804|+28.3270|  229| |MCG+05-02-000|1244|  1.00| 0.50|Sb     |15.3|     |5
005.9984|+15.7770|  230| |MCG+02-02-006| 823|  1.50| 1.50|Sc     |14.0|     |1
006.0238|+16.4770|  231| |MCG+03-02-009| 903|  5.80| 0.70|Sc     |14.6|     |6
006.1591|+33.2603|  232| |MCG+05-02-009|1244|  1.50| 1.50|SBa    |14.7|     |1
006.1731|+14.8269|  233| |MCG+02-02-000| 823|  1.00| 1.00|PECULR |14.6| 5400|
006.2068|+29.5602|  234| |MCG+05-02-000|1244|  1.20| 0.50|Sc     |15.6|     |6
006.2192|+45.1602|  235| |MCG+07-02-000| 851|  1.10| 0.50|E-S    |16.0|     |
006.2429|+43.6602|  236| |MCG+07-02-000| 851|  1.10| 1.10|E      |15.0|     |
006.2440| +6.6602|  237| |MCG+01-02-006| 915|  1.00| 0.50|SBa    |15.4|     |5
006.2581|+31.3602|  238| |MCG+05-02-010|1244|  2.00| 0.50|S      |14.4|     |6
006.2916|+42.0602|  239| |MCG+07-02-000| 851|  1.10| 0.80|IRR    |16.5|     |
006.3189| +6.4935|  240| |MCG+01-02-007| 915|  1.00| 0.50|Sb/SBb |14.9|     |5
006.3473|+12.8935|  241| |MCG+02-02-008| 823|  0.90| 0.70|Sa     |14.1|     |2
006.3514|+20.2102|  242| |MCG+03-02-010| 903|  2.00| 1.70|SBc    |14.3|     |
006.3708|+45.9268|  243| |MCG+08-02-001|1224|  1.90| 0.40|Sb     |14.9|     |7
006.3792|+24.8268|  244| |MCG+04-02-017|1188|  1.10| 0.50|SB?b-c |14.9|     |5
006.4684| +5.4101|  245| |MCG+01-02-010| 915|  1.50| 0.50|SBa-b  |15.7|     |6
006.4823|+29.2101|  246| |MCG+05-02-012|1244|  2.30| 2.00|SB0    |13.3|     |1
006.4983|+14.3434|  247| |MCG+02-02-000| 823|  1.10| 0.20|Sc     |16.5|     |6
006.5050|+25.7268|  248| |MCG+04-02-018|1188|  1.90| 1.30|DISRPTD|14.9|     |
006.5479|+13.6434|  249| |MCG+02-02-009| 823|  1.70| 1.00|S-IRR  |14.8|     |
006.5495|+16.4101|  250| |MCG+03-02-011| 903|  1.40| 1.10|SB:c   |15.6|     |2
006.5527|+21.8101|  251| |MCG+04-02-020|1188|  1.30| 1.10|SBa    |15.0|     |1
006.5911| +1.0267|  252| |MCG+00-02-026| 591|  1.10| 0.80|Sc     |16.5|     |3
006.6190| +6.2934|  253| |MCG+01-02-011| 915|  1.40| 0.80|Sb/SBb |15.3|     |4
006.6408|+39.4933|  254| |MCG+06-02-000| 398|  1.10| 0.30|S      |16.5|     |6
006.7097|+31.6933|  255| |MCG+05-02-013|1244|  1.30| 0.60|S      |14.5|     |5
006.7275|+50.0266|  256| |MCG+08-02-003|1224|  1.30| 0.20|Sb-c   |15.6|     |7
006.7164| +1.4767|  257| |MCG+00-02-000| 591|  1.40| 1.20|       |16.0|     |
006.7792|+51.0932|  258| |MCG+08-02-000|1224|  1.10| 0.50|Sa-b   |16.0|     |5
006.7646| -1.7733|  259| |MCG+00-02-027| 591|  1.30| 1.00|SB0    |15.0|     |2
006.7720|+11.5766|  260| |MCG+02-02-011| 823|  3.10| 0.70|Sc     |14.0|     |6
006.8047|+24.1766|  261| |MCG+04-02-022|1188|  1.30| 1.00|PECULR |14.8|     |
006.8167|+39.7932|  262| |MCG+07-02-000| 851|  1.20| 0.60|PECULR |15.1|10850|
006.8209|+44.0432|  263| |MCG+07-02-004| 851|  1.60| 0.30|Sc-IRR |16.5|     |6
006.8146| -1.7734|  264| |MCG+00-02-032| 591|  1.30| 0.90|COMPACT|14.9|     |
006.8271|+20.0599|  265| |MCG+03-02-012| 903|  1.30| 1.00|S      |15.2|     |2
006.8466|+10.8266|  266| |MCG+02-02-000| 823|  1.10| 0.70|S?     |16.0|     |
006.8648| -1.5067|  267| |MCG+00-02-033| 591|  1.60| 0.60|S0     |14.8|     |6
006.8956| +8.8766|  268| |MCG+01-02-013| 915|  2.60| 1.30|S      |15.0|     |
006.9180| +4.2432|  269| |MCG+01-02-000| 915|  1.10| 0.50|S      |16.0|     |5
006.9613|+32.7765|  270| |MCG+05-02-000|1244|  1.20| 1.10|       |17.0|     |
006.9646| -1.8068|  271| |MCG+00-02-038| 591|  1.60| 0.90|Sc     |13.8|     |4
006.9649| -1.1901|  272| |MCG+00-02-036| 591|  1.80| 0.80|Sc     |15.5|     |5
006.9813|+26.0098|  273| |MCG+04-02-000|1188|  1.20| 0.80|S?IV-V |17.0|     |
006.9847|+30.6098|  274| |MCG+05-02-014|1244|  1.20| 0.70|SB0-a  |15.6|     |4
006.9920| +2.5099|  275| |MCG+00-02-037| 591|  1.90| 0.90|SB     |14.9|     |5
